Player,Country,Batting_Style,Bowling_Style
Steve Massiah,Guyana,Right-hand bat,Off-break
Steve O'Keefe,Malaysia,Right-hand bat,Slow left-arm
Steve Palframan,South Africa,Right-hand bat,Off-break
Steve Rhodes,England,Right-hand bat,
Steve Rixon,Australia,Right-hand bat,
Steve Smith,Australia,Right-hand bat,
Steve Snell,England,Right-hand bat,
Steve Tikolo,Kenya,Right-hand bat,Right-arm medium
Steve Watkin,Wales,Right-hand bat,Right-arm medium-fast
Steve Waugh,Australia,Right-hand bat,Right-arm medium
Steven Davies,England,Left-hand bat,
Steven Finn,England,Right-hand bat,Right-arm fast
Steven Jack,South Africa,Right-hand bat,Right-arm fast
Steven Jacobs,West Indies,Right-hand bat,Off-break
Steven Kirby,England,Right-hand bat,Right-arm fast-medium
Steven Lubbers,Netherlands,Right-hand bat,Off-break
Steven Outerbridge,Bermuda,Left-hand bat,Off-break
Steven Patterson,England,Right-hand bat,Right-arm medium-fast
Steven Smith,Australia,Right-hand bat,Leg-break
Steven Welsh,Australia,Right-hand bat,Right-arm medium-fast
Stewart Heaney,Canada,Right-hand bat,Off-break
Stewie Dempster,New Zealand,Right-hand bat,Right-arm slow
Stork Hendry,Australia,Right-hand bat,Right-arm fast-medium
Stu Gillespie,New Zealand,Right-hand bat,Right-arm fast-medium
Stu Roberts,New Zealand,Right-hand bat,Right-arm fast-medium
Stuart Binny,India,Right-hand bat,Right-arm medium
Stuart Broad,England,Left-hand bat,Right-arm fast-medium
Stuart Carlisle,Zimbabwe,Right-hand bat,Right-arm medium
Stuart Chalmers,Scotland,Right-hand bat,Right-arm medium-fast
Stuart Clark,Australia,Right-hand bat,Right-arm fast-medium
Stuart Law,Australia,Right-hand bat,"Right-arm medium, Leg-break googly"
Stuart MacGill,Australia,Right-hand bat,Leg-break googly
Stuart Matsikenyeri,Zimbabwe,Right-hand bat,Off-break
Stuart Meaker,South Africa,Right-hand bat,Right-arm fast-medium
Stuart Thompson,Ireland,Left-hand bat,Right-arm medium
Stuart Williams,St Kitts and Nevis,Right-hand bat,Right-arm medium
Subhash Gupte,India,Right-hand bat,Leg-break googly
Subrata Guha,India,Right-hand bat,Right-arm medium-fast
Subroto Banerjee,India,Right-hand bat,Right-arm medium-fast
Sudath Pasqual,Sri Lanka,Left-hand bat,Right-arm medium
Sudeep Tyagi,India,Right-hand bat,Right-arm medium
Sudhakar Rao,India,Right-hand bat,Right-arm medium
Sudhir Naik,India,Right-hand bat,
Suhrawadi Shuvo,Bangladesh,Right-hand bat,Slow left-arm
Sujeewa de Silva,Sri Lanka,Right-hand bat,Left-arm medium-fast
Sujith Somasunder,India,Right-hand bat,Right-arm medium
Sulieman Benn,Barbados,Left-hand bat,Slow left-arm
Sultan Zarawani,United Arab Emirates,Right-hand bat,Leg-break googly
Sunil Dhaniram,Guyana,Left-hand bat,Slow left-arm
Sunil Gavaskar,India,Right-hand bat,Right-arm medium
Sunil Jayasinghe,Sri Lanka,Right-hand bat,
Sunil Joshi,India,Left-hand bat,Slow left-arm
Sunil Narine,Trinidad and Tobago,Left-hand bat,Off-break
Sunil Wettimuny,Sri Lanka,Right-hand bat,Right-arm medium
Suraj Randiv,Sri Lanka,Right-hand bat,Off-break
Suranga Lakmal,Sri Lanka,Right-hand bat,Right-arm medium-fast
Surendra Seeraj,Canada,Right-hand bat,
Suresh Perera,Sri Lanka,Right-hand bat,Right-arm fast-medium
Suresh Raina,India,Left-hand bat,Off-break
Surinder Amarnath,India,Left-hand bat,Right-arm medium
Surinder Khanna,India,Right-hand bat,
Suru Nayak,India,Left-hand bat,"Right-arm medium, Leg-break"
Suruj Ragoonath,Trinidad and Tobago,Right-hand bat,Off-break
Suryakumar Yadav,India,Right-hand bat,Right-arm medium
Susil Fernando,Sri Lanka,Right-hand bat,
Swapnil Patil,India,Right-hand bat,
Syd Curnow,South Africa,Right-hand bat,
Syd Gregory,Australia,Right-hand bat,Right-arm
Sydney Barnes,England,Right-hand bat,"Right-arm fast-medium, Right-arm medium"
Sydney Burke,South Africa,Right-hand bat,Right-arm medium-fast
Sydney Callaway,Australia,Right-hand bat,Right-arm fast-medium
Syed Abid Ali,India,Right-hand bat,Right-arm medium-fast
Syed Kirmani,India,Right-hand bat,Off-break
Syed Maqsood,United Arab Emirates,Right-hand bat,Right-arm medium
Syed Rasel,Bangladesh,Left-hand bat,Left-arm fast-medium
Syed Wazir Ali,India,Right-hand bat,Right-arm medium
Sylvester Clarke,Barbados,Right-hand bat,Right-arm fast
Sylvester Joseph,Antigua and barbuda,Right-hand bat,Off-break
T Kumaran,India,Right-hand bat,Right-arm medium
TA Sekhar,India,Right-hand bat,Right-arm medium-fast
Tabarak Dar,Pakistan,Right-hand bat,Right-arm medium
Tafadzwa Kamungozi,Zimbabwe,Right-hand bat,Leg-break
Tafadzwa Mufambisi,Zimbabwe,Right-hand bat,Off-break
Tahir Naqqash,Pakistan,Right-hand bat,"Right-arm slow, Right-arm fast-medium"
Talat Ali,Pakistan,Right-hand bat,Right-arm medium
Talha Jubair,Bangladesh,Right-hand bat,Right-arm medium
Tama Canning,Australia,Right-hand bat,Right-arm fast-medium
Tamauri Tucker,Bermuda,Right-hand bat,Off-break
Tamim Iqbal,Bangladesh,Left-hand bat,Off-break
Tanmay Mishra,India,Right-hand bat,Right-arm medium
Tanvir Afzal,Pakistan,Right-hand bat,Right-arm medium-fast
Tanvir Ahmed,Kuwait,Right-hand bat,Right-arm fast-medium
Tanvir Mehdi,Pakistan,Right-hand bat,Right-arm fast-medium
Tapash Baisya,Bangladesh,Right-hand bat,Right-arm fast-medium
Tareq Aziz,Bangladesh,Right-hand bat,Right-arm medium-fast
Tariq Iqbal,Kenya,Right-hand bat,
Tariq Javed,Pakistan,Right-hand bat,Leg-break googly
Tarun Nethula,India,Right-hand bat,Leg-break googly
Taskin Ahmed,Bangladesh,Left-hand bat,Right-arm fast-medium
Taslim Arif,Pakistan,Right-hand bat,Right-arm medium
Tatenda Taibu,Zimbabwe,Right-hand bat,Right-arm medium
Taufeeq Umar,Pakistan,Left-hand bat,Off-break
Tauseef Ahmed,Pakistan,Right-hand bat,Off-break
Tawanda Mupariwa,Zimbabwe,Right-hand bat,Right-arm fast-medium
Ted a'Beckett,Australia,Right-hand bat,Right-arm fast-medium
Ted Arnold,England,Right-hand bat,Right-arm medium-fast
Ted Badcock,India,Right-hand bat,Right-arm fast-medium
Ted Bowley,England,Right-hand bat,Leg-break
Ted Dexter,Italy,Right-hand bat,Right-arm medium
Ted McDonald,Australia,Right-hand bat,Right-arm fast
Ted Meuli,New Zealand,Right-hand bat,Leg-break
Ted Tyler,England,Left-hand bat,Slow left-arm
Ted Wainwright,England,Right-hand bat,"Right-arm medium, Off-break"
Teddy Hoad,Barbados,Right-hand bat,Leg-break googly
Teddy Wynyard,India,Right-hand bat,Unknown arm slow underarm
Temba Bavuma,South Africa,Right-hand bat,Right-arm medium
Tendai Chatara,Zimbabwe,Right-hand bat,Right-arm fast-medium
Terry Alderman,Australia,Right-hand bat,Right-arm fast-medium
Terry Duffin,Zimbabwe,Left-hand bat,Right-arm medium
Terry Jarvis,New Zealand,Right-hand bat,Slow left-arm
Terry Jenner,Australia,Right-hand bat,Leg-break googly
Tertius Bosch,South Africa,Right-hand bat,Right-arm fast
Thami Tsolekile,South Africa,Right-hand bat,Off-break
Thandi Tshabalala,South Africa,Right-hand bat,Off-break
Tharanga Paranavitana,Sri Lanka,Left-hand bat,Off-break
Tharindu Kaushal,Sri Lanka,Right-hand bat,Off-break
Thelston Payne,Barbados,Left-hand bat,
Thilan Samaraweera,Sri Lanka,Right-hand bat,Off-break
Thilan Thushara,Sri Lanka,Left-hand bat,Left-arm fast-medium
Thilina Kandamby,Sri Lanka,Left-hand bat,Leg-break
Thinus Fourie,South Africa,Right-hand bat,Right-arm medium
Thirumalai Srinivasan,India,Right-hand bat,Leg-break
Thisara Perera,Sri Lanka,Left-hand bat,Right-arm medium-fast
Thomas Kelly,Ireland,Right-hand bat,Right-arm
Thomas Odoyo,Kenya,Right-hand bat,Right-arm medium-fast
Thomas Routledge,England,Right-hand bat,
Tibby Cotter,Australia,Right-hand bat,Right-arm fast
Tich Cornford,England,Right-hand bat,
Tich Freeman,England,Right-hand bat,Leg-break googly
Tiger Lance,South Africa,Right-hand bat,Right-arm medium
Tiger Smith,England,Right-hand bat,
Tillakaratne Dilshan,Sri Lanka,Right-hand bat,Off-break
Tim Ambrose,Australia,Right-hand bat,
Tim Bresnan,England,Right-hand bat,Right-arm fast-medium
Tim Curtis,England,Right-hand bat,Leg-break
Tim de Leede,Netherlands,Right-hand bat,Right-arm medium
Tim Gruijters,Netherlands,Right-hand bat,Right-arm medium
Tim Ludeman,Australia,Right-hand bat,Right-arm medium-fast
Tim May,Australia,Right-hand bat,Off-break
Tim McIntosh,New Zealand,Left-hand bat,Off-break
Tim Munton,England,Right-hand bat,Right-arm medium-fast
Tim Murtagh,England,Left-hand bat,Right-arm fast-medium
Tim O'Brien,Ireland,Right-hand bat,Left-arm
Tim Paine,Australia,Right-hand bat,Right-arm medium
Tim Robinson,England,Right-hand bat,Right-arm medium
Tim Shaw,South Africa,Left-hand bat,Slow left-arm
Tim Smart,Australia,Right-hand bat,
Tim Southee,New Zealand,Right-hand bat,Right-arm fast-medium
Tim Wall,Australia,Right-hand bat,Right-arm fast
Tim Weston,New Zealand,Right-hand bat,
Tim Zoehrer,Australia,Right-hand bat,Leg-break googly
Timm van der Gugten,Australia,Right-hand bat,Right-arm fast-medium
Timycen Maruma,Zimbabwe,Right-hand bat,Leg-break googly
Tinashe Panyangara,Zimbabwe,Right-hand bat,Right-arm fast-medium
Tino Best,Barbados,Right-hand bat,Right-arm fast
Tino Mawoyo,Zimbabwe,Right-hand bat,Right-arm medium-fast
Tino Mutombodzi,Zimbabwe,Right-hand bat,Leg-break googly
Tinu Yohannan,India,Right-hand bat,Right-arm medium-fast
Tip Snooke,South Africa,Right-hand bat,Right-arm fast-medium
Tito Odumbe,Kenya,Right-hand bat,Right-arm medium
Todd Astle,New Zealand,Right-hand bat,Leg-break googly
Tom Armitage,England,Right-hand bat,Right-arm medium
Tom Burtt,New Zealand,Right-hand bat,Slow left-arm
Tom Campbell,Scotland,Right-hand bat,
Tom Cartwright,England,Right-hand bat,Right-arm medium
Tom Cooper,Australia,Right-hand bat,Off-break
Tom de Grooth,Netherlands,Right-hand bat,Off-break
Tom Dewdney,Jamaica,Right-hand bat,Right-arm fast
Tom Dollery,England,Right-hand bat,
Tom Emmett,England,Left-hand bat,Left-arm fast roundarm
Tom Garrett,Australia,Right-hand bat,Right-arm fast-medium
Tom Goddard,England,Right-hand bat,"Right-arm fast, Off-break"
Tom Graveney,England,Right-hand bat,Leg-break
Tom Groube,New Zealand,Right-hand bat,Right-arm medium
Tom Hayward,England,Right-hand bat,Right-arm medium
Tom Heggelman,Netherlands,Right-hand bat,Right-arm medium
Tom Hogan,Australia,Right-hand bat,Slow left-arm
Tom Horan,Ireland,Right-hand bat,Right-arm fast-medium roundarm
Tom Kendall,England,Left-hand bat,"Left-arm medium, Slow left-arm"
Tom Killick,England,Right-hand bat,
Tom Latham,New Zealand,Left-hand bat,Right-arm medium
Tom Lowry,New Zealand,Right-hand bat,Right-arm slow-medium
Tom McKibbin,Australia,Left-hand bat,"Right-arm medium, Off-break"
Tom Moody,Australia,Right-hand bat,Right-arm medium
Tom Puna,India,Right-hand bat,Off-break
Tom Richardson,England,Right-hand bat,Right-arm fast
Tom Veivers,Australia,Left-hand bat,Off-break
Tommy Andrews,Australia,Right-hand bat,Leg-break googly
Tommy Greenhough,England,Right-hand bat,Leg-break googly
Tommy Mitchell,England,Right-hand bat,Leg-break googly
Tommy Scott,Jamaica,Right-hand bat,Leg-break googly
Tommy Ward,India,Right-hand bat,
Tony Blain,New Zealand,Right-hand bat,Leg-break
Tony Dell,England,Right-hand bat,Left-arm fast-medium
Tony Dodemaide,Australia,Right-hand bat,Right-arm fast-medium
Tony Gray,Trinidad and Tobago,Right-hand bat,Right-arm fast
Tony Greig,South Africa,Right-hand bat,"Right-arm medium, Off-break"
Tony Harris,South Africa,Right-hand bat,
Tony Howard,Barbados,Left-hand bat,Off-break
Tony Lewis,Wales,Right-hand bat,Leg-break
Tony Lock,England,Right-hand bat,"Left-arm slow-medium, Slow left-arm"
Tony MacGibbon,New Zealand,Right-hand bat,Right-arm fast-medium
Tony Mann,Australia,Left-hand bat,Leg-break googly
Tony Opatha,Sri Lanka,Right-hand bat,Right-arm medium
Tony Pigott,England,Right-hand bat,Right-arm fast-medium
Tony Pithey,Zimbabwe,Right-hand bat,Off-break
Tony Reid,Barbados,Right-hand bat,Right-arm medium
Tony Suji,Kenya,Right-hand bat,Right-arm medium
Tony White,Barbados,Right-hand bat,"Right-arm medium, Off-break"
Travis Birt,Australia,Left-hand bat,Right-arm medium
Travis Dowlin,Guyana,Right-hand bat,Off-break
Travis Friend,Zimbabwe,Right-hand bat,Right-arm fast
Treadwell Gibbons,Bermuda,Left-hand bat,
Trent Boult,New Zealand,Right-hand bat,Left-arm medium-fast
Trent Copeland,Australia,Right-hand bat,Right-arm fast-medium
Trent Johnston,Australia,Right-hand bat,Right-arm fast-medium
Trevin Bastiampillai,Sri Lanka,Right-hand bat,Off-break
Trevor Bailey,England,Right-hand bat,Right-arm fast-medium
Trevor Barber,New Zealand,Right-hand bat,
Trevor Chappell,Australia,Right-hand bat,Right-arm medium
Trevor Franklin,New Zealand,Right-hand bat,Right-arm medium
Trevor Garwe,Zimbabwe,Left-hand bat,Right-arm fast-medium
Trevor Goddard,South Africa,Left-hand bat,Left-arm medium
Trevor Gripper,Zimbabwe,Right-hand bat,Off-break
Trevor Hohns,Australia,Left-hand bat,Leg-break googly
Trevor Jesty,England,Right-hand bat,Right-arm medium
Trevor Laughlin,Australia,Left-hand bat,Right-arm medium
Trevor Madondo,Zimbabwe,Right-hand bat,Right-arm medium
Trevor McMahon,New Zealand,Right-hand bat,
Trevor Meale,New Zealand,Left-hand bat,Right-arm medium
Tufty Mann,South Africa,Right-hand bat,Slow left-arm
Tuppy Owen-Smith,South Africa,Right-hand bat,Leg-break
Tushar Imran,Bangladesh,Right-hand bat,Right-arm medium
Tyrell Johnson,Trinidad and Tobago,Left-hand bat,Left-arm fast
Tyron Henderson,South Africa,Right-hand bat,Right-arm fast-medium
Tyson Gordon,Jamaica,Left-hand bat,Right-arm fast-medium
Ujesh Ranchod,Zimbabwe,Right-hand bat,Off-break
Umar Akmal,Pakistan,Right-hand bat,Off-break
Umar Amin,Pakistan,Left-hand bat,Right-arm medium
Umar Bhatti,Pakistan,Left-hand bat,Left-arm medium
Umar Gul,Pakistan,Right-hand bat,Right-arm fast-medium
Umesh Kulkarni,India,Left-hand bat,Left-arm fast-medium
Umesh Yadav,India,Right-hand bat,Right-arm fast-medium
Unmukt Chand,India,Right-hand bat,Off-break
Upul Chandana,Sri Lanka,Right-hand bat,Leg-break
Upul Tharanga,Sri Lanka,Left-hand bat,
Usman Afzaal,Pakistan,Left-hand bat,Slow left-arm
Usman Khan,Pakistan,Right-hand bat,Left-arm medium-fast
Usman Khawaja,Pakistan,Left-hand bat,Right-arm medium
Usman Limbada,Canada,Right-hand bat,Right-arm medium
Usman Salahuddin,Pakistan,Right-hand bat,Leg-break
Uton Dowe,Jamaica,Right-hand bat,Right-arm fast
Utpal Chatterjee,India,Left-hand bat,Slow left-arm
Vakkadai Chandrasekhar,India,Right-hand bat,
Vallance Jupp,England,Right-hand bat,"Right-arm medium-fast, Off-break"
Vaman Kumar,India,Right-hand bat,Leg-break googly
Vanburn Holder,Barbados,Right-hand bat,Right-arm fast-medium
Varun Aaron,India,Right-hand bat,Right-arm fast-medium
Vasant Ranjane,India,Right-hand bat,Right-arm fast-medium
Vasbert Drakes,Barbados,Right-hand bat,Right-arm fast
Vaughan Brown,New Zealand,Left-hand bat,Off-break
Vaughn van Jaarsveld,South Africa,Left-hand bat,Right-arm medium
Veerasammy Permaul,Guyana,Right-hand bat,Slow left-arm
Venatappa Muddiah,India,Right-hand bat,"Right-arm medium, Off-break"
Venkatapathy Raju,India,Right-hand bat,Slow left-arm
Venkataraman Subramanya,India,Right-hand bat,"Right-arm medium, Leg-break googly"
Venkatesh Prasad,India,Right-hand bat,Right-arm medium-fast
Verdun Scott,New Zealand,Right-hand bat,Right-arm medium
Vernon Philander,South Africa,Right-hand bat,Right-arm medium-fast
Vernon Ransford,Australia,Left-hand bat,Slow left-arm
Vernon Royle,England,Right-hand bat,Right-arm slow roundarm
Vibart Wight,Guyana,Right-hand bat,Right-arm
Vic Barton,England,Right-hand bat,Right-arm medium
Vic Marks,England,Right-hand bat,Off-break
Vic Pollard,England,Right-hand bat,Off-break
Vic Richardson,Australia,Right-hand bat,Right-arm medium
Vic Stollmeyer,Trinidad and Tobago,Right-hand bat,Leg-break googly
Victor Grandia,Netherlands,Right-hand bat,Right-arm medium
Victor Mpitsang,South Africa,Right-hand bat,Right-arm fast-medium
Victor Trumper,Australia,Right-hand bat,Right-arm medium
Vijay Bharadwaj,India,Right-hand bat,Off-break
Vijay Dahiya,India,Right-hand bat,
Vijay Hazare,India,Right-hand bat,Right-arm medium
Vijay Manjrekar,India,Right-hand bat,Off-break
Vijay Mehra,India,Right-hand bat,Right-arm
Vijay Merchant,India,Right-hand bat,Right-arm medium
Vijay Rajindernath,India,Right-hand bat,
Vijay Yadav,India,Right-hand bat,
Vijay Zol,India,Left-hand bat,Off-break
Vikram Rathour,India,Right-hand bat,
Vikram Solanki,India,Right-hand bat,Off-break
Vikrant Shetty,India,Right-hand bat,Off-break
Vinay Kumar,India,Right-hand bat,Right-arm medium
Vince Hogg,Zimbabwe,Right-hand bat,Right-arm fast-medium
Vince Wells,England,Right-hand bat,Right-arm medium
Vincent Tancred,South Africa,Right-hand bat,
Vincent Valentine,Jamaica,Right-hand bat,Right-arm fast-medium
Vinod Kambli,India,Left-hand bat,Off-break
Vinoo Mankad,India,Right-hand bat,Slow left-arm
Vinoo Tewarie,Netherlands,,
Vinothen John,Sri Lanka,Right-hand bat,Right-arm medium-fast
Virat Kohli,India,Right-hand bat,Right-arm medium
Virender Sehwag,India,Right-hand bat,Off-break
Viv Richards,Antigua and barbuda,Right-hand bat,"Right-arm medium, Off-break"
Vivek Razdan,India,Right-hand bat,Right-arm fast-medium
Vivian Ian Smith,South Africa,Right-hand bat,Leg-break
Vivian Kingma,Netherlands,Right-hand bat,Right-arm medium
Vizzy,India,Right-hand bat,
Vusimuzi Sibanda,Zimbabwe,Right-hand bat,Right-arm medium
VVS Laxman,India,Right-hand bat,Off-break
Waddington Mwayenga,Zimbabwe,Right-hand bat,Right-arm medium
Wahab Riaz,Pakistan,Right-hand bat,Left-arm fast
Wahidul Gani,Pakistan,Right-hand bat,Leg-break
Wajahatullah Wasti,Pakistan,Right-hand bat,Off-break
Wallis Mathias,India,Right-hand bat,Right-arm medium
Wally Edwards,Australia,Left-hand bat,Leg-break
Wally Grout,Australia,Right-hand bat,
Wally Hammond,England,Right-hand bat,Right-arm medium-fast
Wally Hardinge,England,Right-hand bat,Slow left-arm
Walter Brearley,England,Right-hand bat,Right-arm fast
Walter Giffen,Australia,Right-hand bat,
Walter Hadlee,New Zealand,Right-hand bat,Right-arm medium
Walter Keeton,England,Right-hand bat,
Walter Lees,England,Right-hand bat,Right-arm medium-fast
Walter Mead,England,Right-hand bat,"Off-break, Leg-break"
Walter Read,England,Right-hand bat,"Right-arm fast roundarm, Right-arm slow underarm"
Walter Robins,England,Right-hand bat,Leg-break
Waqar Hasan,India,Right-hand bat,Right-arm
Waqar Younis,Pakistan,Right-hand bat,Right-arm fast
Waqas Barkat,Pakistan,Right-hand bat,Leg-break
Warren Bardsley,Australia,Left-hand bat,
Warren Hegg,England,Right-hand bat,Right-arm medium
Warren Lees,New Zealand,Right-hand bat,Right-arm medium
Warren McSkimming,New Zealand,Right-hand bat,Right-arm medium
Warren Stott,England,Right-hand bat,Right-arm medium
Warren Wisneski,New Zealand,Right-hand bat,Right-arm medium
Warwick Armstrong,Australia,Right-hand bat,"Right-arm fast-medium, Leg-break"
Wasim Akram,Pakistan,Left-hand bat,Left-arm fast
Wasim Bari,Pakistan,Right-hand bat,Right-arm
Wasim Haider,Pakistan,Right-hand bat,Right-arm fast-medium
Wasim Jaffer,India,Right-hand bat,Off-break
Wasim Raja,Pakistan,Left-hand bat,Leg-break googly
Wavell Hinds,Jamaica,Left-hand bat,Right-arm medium
Wayne Clark,Australia,Right-hand bat,Right-arm fast-medium
Wayne Daniel,Barbados,Right-hand bat,Right-arm fast
Wayne James,Zimbabwe,Right-hand bat,
Wayne Larkins,England,Right-hand bat,Right-arm medium
Wayne Parnell,South Africa,Left-hand bat,Left-arm fast-medium
Wayne Phillips,Australia,Left-hand bat,
Wayne White,England,Right-hand bat,Right-arm medium-fast
Wazir Mohammad,India,Right-hand bat,Right-arm
Wes Durston,England,Right-hand bat,Off-break
Wes Hall,Barbados,Right-hand bat,Right-arm fast
Wesley Barresi,South Africa,Right-hand bat,
WG Grace,England,Right-hand bat,Right-arm medium roundarm
Wilf Barber,England,Right-hand bat,Right-arm fast-medium
Wilf Ferguson,Trinidad and Tobago,Right-hand bat,Leg-break
Wilf Slack,St Vincent and the Grenadines,Left-hand bat,Right-arm medium
Wilfred Diepeveen,Netherlands,Right-hand bat,Leg-break
Wilfred Flowers,England,Right-hand bat,Off-break
Wilfred Rhodes,England,Right-hand bat,Slow left-arm
Will Jefferson,England,Right-hand bat,Right-arm medium-fast
William Attewell,England,Right-hand bat,Right-arm medium
William Brann,South Africa,Right-hand bat,
